,ampl,autocor,br_fa,eta,famp,mad,stet_K,totvar,Q,M,pTime,pAmp,VType,EPIC,peak1_period,peak2_period,peak3_period,peak1_amp,peak2_amp,peak3_amp,num_sigpeaks
169,264.9559791,780,1.329389943,0.026109671,231.98665350000002,89.83273086,0.874988448,14.86143046,0.66,0.2,1.58,0.08,QPS,204347824,191.90528607500028,38.381057215000055,25.587371476666704,0.8643027094129633,0.07729366758506735,0.03916935202600896,3
170,118.87212770000001,20,0.887965495,0.11129380300000001,231.88985559999998,24.48749182,0.767420392,21.43381472,0.62,-0.07,1.89,0.03,QPS,204360645,76.74165262999986,31.975688595833276,1000.0,0.3151384426768034,0.04710219408345328,1000.0,2
171,3106.9040449999998,30,0.461182947,0.029090894,1872.269347,544.4445565000001,0.79976109,475.52587249999993,0.87,-0.49,26.4,0.24,B,204360807,95.95263481250015,38.38105392500007,16.687414750000027,0.04270945317739359,0.0017429610970702786,0.0005666098564089756,1
172,27.044136100000003,224,1.277290021,0.339994419,49.6365755,6.14579515,0.809998502,2.866342555,0.62,0.07,1.94,0.07,QPS,204365840,383.5042000499993,54.78631429285704,27.39315714642852,0.24448035835605714,0.552096567769534,0.09978936638342163,3
173,12533.625,20,2.2289383480000002,0.617898142,179019.8743,1206.25,0.661324476,6410.215187,0.68,-0.14,1.97,0.002,MP,204372172,383.7083662000009,42.63426291111121,27.407740442857207,0.3056149571012108,0.07937418471044005,0.02802243029825437,3
174,1247.673364,30,1.2071286270000001,0.006335615,1076.98249,400.3386658,0.805178695,393.8605467,0.95,0.12,5.76,0.91,S,204388640,383.81042045000186,25.587361363333457,9.361229767073215,0.0509965677575115,0.08448981162301217,0.01637845303160289,3
175,2244.956529,31,0.662512745,0.122848334,1226.334274,388.44255380000004,0.7766103659999999,300.6702037,0.89,-0.28,27.48,0.15,B,204395393,63.95137663333305,29.516019984615255,1000.0,0.053308809680831515,0.10952274697422232,1000.0,2
176,287.6727952,183,0.354507425,0.044243951,274.1366814,48.89776826,0.700758953,23.6177228,0.59,-0.68,1.64,0.07,B,204397408,54.830061592857156,25.587362076666672,11.994075973437502,0.4588571686790336,0.14193449944460065,0.03283761510783679,3
177,898.8938197999998,712,1.3909021959999999,0.0045266,1290.939666,359.5031508,0.7902510620000001,117.23809779999999,0.39,0.32,3.68,0.1,QPD,204397879,191.90521827499992,25.587362436666655,10.966012472857138,0.9304927886682691,0.06155783103247205,0.028544284243745992,3
178,4615.427189,107,0.55333505,0.004183968,4387.841176,1013.6929439999999,0.71632833,603.1252877000001,0.21,0.04,13.16,0.07,QPS,204398857,95.95260910000036,4.738400449382734,5.050137321052651,0.11689904620513157,0.0021737719136118083,0.0029911746668966712,1
